"gbifid","species","decimallatitude","decimallongitude","taxonkey"
84117680,"Gazella gazella",32.708257,35.678814,"5220154"
84117688,"Gazella gazella",32.819281,35.647367,"5220154"
84117695,"Gazella gazella",32.819281,35.647367,"5220154"
84117700,"Gazella gazella",32.819281,35.647367,"5220154"
84117707,"Gazella gazella",32.798561,35.641927,"5220154"
84117713,"Gazella gazella",32.798561,35.641927,"5220154"
84117717,"Gazella gazella",32.767808,35.668457,"5220154"
84117725,"Gazella gazella",32.767808,35.668457,"5220154"
84117733,"Gazella gazella",32.747195,35.633139,"5220154"
84117736,"Gazella gazella",32.747195,35.633139,"5220154"
84117743,"Gazella gazella",32.747195,35.633139,"5220154"
84117750,"Gazella gazella",33.14683,35.571835,"5220154"
84117756,"Gazella gazella",33.14683,35.571835,"5220154"
84117761,"Gazella gazella",33.14683,35.571835,"5220154"
84117767,"Gazella gazella",33.14683,35.571835,"5220154"
84117774,"Gazella gazella",33.14683,35.571835,"5220154"
84117778,"Gazella gazella",33.14683,35.571835,"5220154"
84117782,"Gazella gazella",33.14683,35.571835,"5220154"
84117785,"Gazella gazella",33.14683,35.571835,"5220154"
84117790,"Gazella gazella",33.14683,35.571835,"5220154"
84117794,"Gazella gazella",33.14683,35.571835,"5220154"
84117799,"Gazella gazella",33.150483,35.555772,"5220154"
84117807,"Gazella gazella",33.150483,35.555772,"5220154"
84117812,"Gazella gazella",33.150483,35.555772,"5220154"
84117816,"Gazella gazella",33.150483,35.555772,"5220154"
84117823,"Gazella gazella",32.549074,35.550217,"5220154"
84117830,"Gazella gazella",32.549074,35.550217,"5220154"
84117836,"Gazella gazella",32.549074,35.550217,"5220154"
84117842,"Gazella gazella",32.549074,35.550217,"5220154"
84117846,"Gazella gazella",32.595963,35.550397,"5220154"
84117852,"Gazella gazella",32.595963,35.550397,"5220154"
84117856,"Gazella gazella",32.595963,35.550397,"5220154"
84117859,"Gazella gazella",32.595963,35.550397,"5220154"
84117863,"Gazella gazella",32.595963,35.550397,"5220154"
84117868,"Gazella gazella",32.595963,35.550397,"5220154"
84117875,"Gazella gazella",32.595963,35.550397,"5220154"
84117882,"Gazella gazella",32.595963,35.550397,"5220154"
84117885,"Gazella gazella",32.595963,35.550397,"5220154"
84117888,"Gazella gazella",32.595963,35.550397,"5220154"
84117893,"Gazella gazella",32.595963,35.550397,"5220154"
84117902,"Gazella gazella",32.595963,35.550397,"5220154"
84117908,"Gazella gazella",32.595963,35.550397,"5220154"
84117915,"Gazella gazella",32.595963,35.550397,"5220154"
84117918,"Gazella gazella",32.595963,35.550397,"5220154"
84117926,"Gazella gazella",32.595963,35.550397,"5220154"
84117930,"Gazella gazella",32.595963,35.550397,"5220154"
84117934,"Gazella gazella",32.595963,35.550397,"5220154"
84117942,"Gazella gazella",32.578822,35.553526,"5220154"
84117947,"Gazella gazella",32.578822,35.553526,"5220154"
84117953,"Gazella gazella",32.578822,35.553526,"5220154"
84117959,"Gazella gazella",32.578822,35.553526,"5220154"
84117965,"Gazella gazella",32.578822,35.553526,"5220154"
84117971,"Gazella gazella",32.578822,35.553526,"5220154"
84117975,"Gazella gazella",32.578822,35.553526,"5220154"
84117978,"Gazella gazella",32.578822,35.553526,"5220154"
84117985,"Gazella gazella",32.6367,35.486612,"5220154"
84117990,"Gazella gazella",32.6367,35.486612,"5220154"
84117995,"Gazella gazella",32.6367,35.486612,"5220154"
84118001,"Gazella gazella",32.6367,35.486612,"5220154"
84118005,"Gazella gazella",32.6367,35.486612,"5220154"
84118012,"Gazella gazella",32.6367,35.486612,"5220154"
84118015,"Gazella gazella",32.620474,35.48443,"5220154"
84118021,"Gazella gazella",32.620474,35.48443,"5220154"
84118029,"Gazella gazella",32.620474,35.48443,"5220154"
84118037,"Gazella gazella",32.620474,35.48443,"5220154"
84118041,"Gazella gazella",32.620474,35.48443,"5220154"
84118050,"Gazella gazella",32.620474,35.48443,"5220154"
84118057,"Gazella gazella",32.620474,35.48443,"5220154"
84118063,"Gazella gazella",32.620474,35.48443,"5220154"
84118071,"Gazella gazella",32.620474,35.48443,"5220154"
84118077,"Gazella gazella",32.620474,35.48443,"5220154"
84118082,"Gazella gazella",32.620474,35.48443,"5220154"
84118086,"Gazella gazella",32.620474,35.48443,"5220154"
84118091,"Gazella gazella",32.620474,35.48443,"5220154"
84118094,"Gazella gazella",32.620474,35.48443,"5220154"
84118099,"Gazella gazella",32.620474,35.48443,"5220154"
84118103,"Gazella gazella",32.620474,35.48443,"5220154"
84118108,"Gazella gazella",32.608646,35.528073,"5220154"
84118111,"Gazella gazella",32.608646,35.528073,"5220154"
84118118,"Gazella gazella",32.608646,35.528073,"5220154"
84118123,"Gazella gazella",32.608646,35.528073,"5220154"
84118128,"Gazella gazella",32.608646,35.528073,"5220154"
84118132,"Gazella gazella",32.608646,35.528073,"5220154"
84118140,"Gazella gazella",32.608646,35.528073,"5220154"
84118145,"Gazella gazella",32.608646,35.528073,"5220154"
84118151,"Gazella gazella",32.608646,35.528073,"5220154"
84118153,"Gazella gazella",32.608646,35.528073,"5220154"
84118163,"Gazella gazella",32.608646,35.528073,"5220154"
84118167,"Gazella gazella",32.608646,35.528073,"5220154"
84118174,"Gazella gazella",32.600636,35.484368,"5220154"
84118179,"Gazella gazella",32.57358,35.486414,"5220154"
84118185,"Gazella gazella",32.560066,35.481048,"5220154"
84118189,"Gazella gazella",32.560066,35.481048,"5220154"
84118194,"Gazella gazella",32.560066,35.481048,"5220154"
84118200,"Gazella gazella",32.560066,35.481048,"5220154"
84118204,"Gazella gazella",32.560066,35.481048,"5220154"
84118209,"Gazella gazella",32.560066,35.481048,"5220154"
84118215,"Gazella gazella",32.560066,35.481048,"5220154"
84118219,"Gazella gazella",32.560066,35.481048,"5220154"
84118227,"Gazella gazella",32.560066,35.481048,"5220154"
84118232,"Gazella gazella",32.560066,35.481048,"5220154"
84118237,"Gazella gazella",32.560066,35.481048,"5220154"
84118243,"Gazella gazella",32.560066,35.481048,"5220154"
84118250,"Gazella gazella",32.560066,35.481048,"5220154"
84118259,"Gazella gazella",32.560066,35.481048,"5220154"
84118265,"Gazella gazella",32.560066,35.481048,"5220154"
84118271,"Gazella gazella",32.560066,35.481048,"5220154"
84118277,"Gazella gazella",32.560066,35.481048,"5220154"
84118281,"Gazella gazella",32.560066,35.481048,"5220154"
84118288,"Gazella gazella",32.560066,35.481048,"5220154"
84118296,"Gazella gazella",32.560066,35.481048,"5220154"
84118301,"Gazella gazella",32.592445,35.516298,"5220154"
84118305,"Gazella gazella",32.592445,35.516298,"5220154"
84118311,"Gazella gazella",32.592445,35.516298,"5220154"
84118315,"Gazella gazella",32.592445,35.516298,"5220154"
84118320,"Gazella gazella",32.592445,35.516298,"5220154"
84118326,"Gazella gazella",32.571665,35.5322,"5220154"
84118332,"Gazella gazella",32.571665,35.5322,"5220154"
84118336,"Gazella gazella",32.571665,35.5322,"5220154"
84118339,"Gazella gazella",32.571665,35.5322,"5220154"
84118345,"Gazella gazella",32.580704,35.523713,"5220154"
84118350,"Gazella gazella",32.580704,35.523713,"5220154"
84118357,"Gazella gazella",32.580704,35.523713,"5220154"
84118363,"Gazella gazella",32.580704,35.523713,"5220154"
84118368,"Gazella gazella",32.580704,35.523713,"5220154"
84118372,"Gazella gazella",32.580704,35.523713,"5220154"
84118378,"Gazella gazella",32.580704,35.523713,"5220154"
84118383,"Gazella gazella",32.591595,35.494992,"5220154"
84118388,"Gazella gazella",32.621351,35.495088,"5220154"
84118393,"Gazella gazella",32.621351,35.495088,"5220154"
84118398,"Gazella gazella",32.621351,35.495088,"5220154"
84118403,"Gazella gazella",32.548269,35.512951,"5220154"
84118407,"Gazella gazella",32.548269,35.512951,"5220154"
84118412,"Gazella gazella",32.548269,35.512951,"5220154"
84118417,"Gazella gazella",32.548269,35.512951,"5220154"
84118420,"Gazella gazella",32.548269,35.512951,"5220154"
84118424,"Gazella gazella",32.548269,35.512951,"5220154"
84118431,"Gazella gazella",32.548269,35.512951,"5220154"
84118436,"Gazella gazella",32.548269,35.512951,"5220154"
84118443,"Gazella gazella",32.548269,35.512951,"5220154"
84118449,"Gazella gazella",32.548269,35.512951,"5220154"
84118455,"Gazella gazella",32.548269,35.512951,"5220154"
84118460,"Gazella gazella",32.548269,35.512951,"5220154"
84118465,"Gazella gazella",32.548269,35.512951,"5220154"
84118468,"Gazella gazella",32.548269,35.512951,"5220154"
84118476,"Gazella gazella",32.527519,35.517138,"5220154"
84118480,"Gazella gazella",32.527519,35.517138,"5220154"
84118484,"Gazella gazella",32.527519,35.517138,"5220154"
84118488,"Gazella gazella",32.527519,35.517138,"5220154"
84118492,"Gazella gazella",32.527519,35.517138,"5220154"
84118496,"Gazella gazella",32.527519,35.517138,"5220154"
84118501,"Gazella gazella",32.527519,35.517138,"5220154"
84118507,"Gazella gazella",32.527519,35.517138,"5220154"
84118509,"Gazella gazella",32.527519,35.517138,"5220154"
84118515,"Gazella gazella",32.527519,35.517138,"5220154"
84118521,"Gazella gazella",32.527519,35.517138,"5220154"
84118531,"Gazella gazella",32.586975,35.539711,"5220154"
84118544,"Gazella gazella",31.981207,35.442266,"5220154"
84118551,"Gazella gazella",31.981207,35.442266,"5220154"
84118557,"Gazella gazella",31.981207,35.442266,"5220154"
84118562,"Gazella gazella",31.981207,35.442266,"5220154"
84118566,"Gazella gazella",31.981207,35.442266,"5220154"
84118570,"Gazella gazella",31.981207,35.442266,"5220154"
84118576,"Gazella gazella",31.981207,35.442266,"5220154"
84118581,"Gazella gazella",31.981207,35.442266,"5220154"
84118585,"Gazella gazella",31.981207,35.442266,"5220154"
84118590,"Gazella gazella",31.981207,35.442266,"5220154"
84118595,"Gazella gazella",31.981207,35.442266,"5220154"
84118602,"Gazella gazella",31.981207,35.442266,"5220154"
84118609,"Gazella gazella",31.981207,35.442266,"5220154"
84118617,"Gazella gazella",31.981207,35.442266,"5220154"
84118620,"Gazella gazella",31.981207,35.442266,"5220154"
84118625,"Gazella gazella",31.981207,35.442266,"5220154"
84118635,"Gazella gazella",31.981207,35.442266,"5220154"
84118642,"Gazella gazella",31.981207,35.442266,"5220154"
84118647,"Gazella gazella",31.981207,35.442266,"5220154"
84118653,"Gazella gazella",31.981207,35.442266,"5220154"
84118659,"Gazella gazella",31.981207,35.442266,"5220154"
84118664,"Gazella gazella",31.981207,35.442266,"5220154"
84118668,"Gazella gazella",31.981207,35.442266,"5220154"
84118678,"Gazella gazella",31.981207,35.442266,"5220154"
84118683,"Gazella gazella",31.981207,35.442266,"5220154"
84118687,"Gazella gazella",31.981207,35.442266,"5220154"
84118693,"Gazella gazella",31.981207,35.442266,"5220154"
84118700,"Gazella gazella",31.981207,35.442266,"5220154"
84118704,"Gazella gazella",31.981207,35.442266,"5220154"
84118709,"Gazella gazella",31.981207,35.442266,"5220154"
84118725,"Gazella gazella",32.614043,35.53342,"5220154"
84118733,"Gazella gazella",32.614043,35.53342,"5220154"
84118740,"Gazella gazella",32.614043,35.53342,"5220154"
84118757,"Gazella gazella",32.624081,35.484441,"5220154"
84118772,"Gazella gazella",32.623162,35.491897,"5220154"
84118781,"Gazella gazella",32.6187,35.470573,"5220154"
84118796,"Gazella gazella",32.62579,35.523872,"5220154"
84118806,"Gazella gazella",32.618932,35.092325,"5220154"
84118818,"Gazella gazella",32.613193,35.513174,"5220154"
84118824,"Gazella gazella",32.632191,35.486598,"5220154"
84118830,"Gazella gazella",32.632191,35.486598,"5220154"
84118836,"Gazella gazella",32.632191,35.486598,"5220154"
84118841,"Gazella gazella",32.632191,35.486598,"5220154"
84118847,"Gazella gazella",32.632191,35.486598,"5220154"
84118852,"Gazella gazella",32.632191,35.486598,"5220154"
84118864,"Gazella gazella",32.620432,35.502543,"5220154"
84118870,"Gazella gazella",32.606901,35.504629,"5220154"
84118871,"Gazella gazella",32.606901,35.504629,"5220154"
84118872,"Gazella gazella",32.606901,35.504629,"5220154"
84118873,"Gazella gazella",32.606901,35.504629,"5220154"
84118874,"Gazella gazella",32.606901,35.504629,"5220154"
84118875,"Gazella gazella",32.606901,35.504629,"5220154"
84118876,"Gazella gazella",32.606901,35.504629,"5220154"
84118877,"Gazella gazella",32.606901,35.504629,"5220154"
84118878,"Gazella gazella",32.606901,35.504629,"5220154"
84118879,"Gazella gazella",32.606901,35.504629,"5220154"
84118880,"Gazella gazella",32.606901,35.504629,"5220154"
84118881,"Gazella gazella",32.602332,35.529116,"5220154"
84118882,"Gazella gazella",32.602332,35.529116,"5220154"
84118883,"Gazella gazella",32.621371,35.486564,"5220154"
84118884,"Gazella gazella",32.621371,35.486564,"5220154"
84118885,"Gazella gazella",32.625889,35.482316,"5220154"
84118887,"Gazella gazella",31.647208,34.833109,"5220154"
84118888,"Gazella gazella",32.904505,35.756817,"5220154"
84118889,"Gazella gazella",32.903673,35.740779,"5220154"
84118890,"Gazella gazella",32.904505,35.756817,"5220154"
84118891,"Gazella gazella",32.904561,35.743991,"5220154"
84118892,"Gazella gazella",32.912619,35.756867,"5220154"
84118893,"Gazella gazella",32.969547,35.728341,"5220154"
84118894,"Gazella gazella",32.973971,35.469494,"5220154"
84118895,"Gazella gazella",32.909952,35.748299,"5220154"
84118896,"Gazella gazella",32.909952,35.748299,"5220154"
84118897,"Gazella gazella",33.019811,35.530637,"5220154"
84118899,"Gazella gazella",33.000636,35.830177,"5220154"
84118900,"Gazella gazella",32.852074,35.786403,"5220154"
84118901,"Gazella gazella",33.303166,35.724957,"5220154"
84118902,"Gazella gazella",33.2707,35.726911,"5220154"
84118903,"Gazella gazella",33.249243,35.681715,"5220154"
84119117,"Gazella gazella",32.692489,35.534773,"5220154"
84119128,"Gazella gazella",32.906317,35.75469,"5220154"
84119139,"Gazella gazella",32.897347,35.743947,"5220154"
84119504,"Gazella gazella",32.961914,35.820278,"5220154"
84119511,"Gazella gazella",32.909891,35.762195,"5220154"
84119517,"Gazella gazella",32.870558,35.679676,"5220154"
84119522,"Gazella gazella",32.870558,35.679676,"5220154"
84119530,"Gazella gazella",32.870558,35.679676,"5220154"
84119535,"Gazella gazella",32.870558,35.679676,"5220154"
84119539,"Gazella gazella",32.870558,35.679676,"5220154"
84119546,"Gazella gazella",32.870558,35.679676,"5220154"
84119552,"Gazella gazella",32.870558,35.679676,"5220154"
84119558,"Gazella gazella",32.870558,35.679676,"5220154"
84119563,"Gazella gazella",32.872433,35.660453,"5220154"
84119567,"Gazella gazella",32.872433,35.660453,"5220154"
84119572,"Gazella gazella",32.872433,35.660453,"5220154"
84119577,"Gazella gazella",32.872433,35.660453,"5220154"
84119584,"Gazella gazella",32.872433,35.660453,"5220154"
84119589,"Gazella gazella",32.872433,35.660453,"5220154"
84119594,"Gazella gazella",32.872433,35.660453,"5220154"
84119600,"Gazella gazella",32.872433,35.660453,"5220154"
84119607,"Gazella gazella",32.872433,35.660453,"5220154"
84119611,"Gazella gazella",32.872433,35.660453,"5220154"
84119616,"Gazella gazella",32.870558,35.679676,"5220154"
84119620,"Gazella gazella",32.870558,35.679676,"5220154"
84119626,"Gazella gazella",32.870558,35.679676,"5220154"
84119632,"Gazella gazella",32.870558,35.679676,"5220154"
84119638,"Gazella gazella",32.870558,35.679676,"5220154"
84119644,"Gazella gazella",32.870558,35.679676,"5220154"
84119649,"Gazella gazella",32.872433,35.660453,"5220154"
84119659,"Gazella gazella",32.872433,35.660453,"5220154"
84119668,"Gazella gazella",32.872433,35.660453,"5220154"
84119673,"Gazella gazella",32.872433,35.660453,"5220154"
84119678,"Gazella gazella",32.872433,35.660453,"5220154"
84119683,"Gazella gazella",32.872433,35.660453,"5220154"
84119688,"Gazella gazella",32.929017,35.71741,"5220154"
84119693,"Gazella gazella",32.929017,35.71741,"5220154"
84119699,"Gazella gazella",32.929017,35.71741,"5220154"
84121784,"Gazella gazella",33.051341,35.54146,"5220154"
84121822,"Gazella gazella",33.082823,35.568356,"5220154"
84121832,"Gazella gazella",33.082823,35.568356,"5220154"
84121841,"Gazella gazella",33.082823,35.568356,"5220154"
84121847,"Gazella gazella",33.082823,35.568356,"5220154"
84121853,"Gazella gazella",33.082823,35.568356,"5220154"
84121863,"Gazella gazella",33.096049,35.659462,"5220154"
84121872,"Gazella gazella",33.096049,35.659462,"5220154"
84121887,"Gazella gazella",33.040212,35.640976,"5220154"
84121892,"Gazella gazella",33.040212,35.640976,"5220154"
84121904,"Gazella gazella",33.02432,35.530653,"5220154"
84121910,"Gazella gazella",33.02432,35.530653,"5220154"
84121916,"Gazella gazella",33.02432,35.530653,"5220154"
84121922,"Gazella gazella",33.02432,35.530653,"5220154"
84121930,"Gazella gazella",32.801193,35.662225,"5220154"
84121936,"Gazella gazella",32.801193,35.662225,"5220154"
84121943,"Gazella gazella",32.801193,35.662225,"5220154"
84121950,"Gazella gazella",32.801193,35.662225,"5220154"
84121956,"Gazella gazella",32.801193,35.662225,"5220154"
84121963,"Gazella gazella",32.801193,35.662225,"5220154"
84121970,"Gazella gazella",32.801193,35.662225,"5220154"
84121979,"Gazella gazella",33.028284,35.696577,"5220154"
84121987,"Gazella gazella",33.028284,35.696577,"5220154"
84121995,"Gazella gazella",33.028284,35.696577,"5220154"
84122004,"Gazella gazella",33.028284,35.696577,"5220154"
84122009,"Gazella gazella",33.028284,35.696577,"5220154"
84122017,"Gazella gazella",33.028284,35.696577,"5220154"
84122022,"Gazella gazella",33.028284,35.696577,"5220154"
84122027,"Gazella gazella",33.028284,35.696577,"5220154"
84122033,"Gazella gazella",33.028284,35.696577,"5220154"
84122037,"Gazella gazella",33.028284,35.696577,"5220154"
84122042,"Gazella gazella",33.028284,35.696577,"5220154"
84122048,"Gazella gazella",32.987217,35.808685,"5220154"
84122053,"Gazella gazella",32.987217,35.808685,"5220154"
84122061,"Gazella gazella",32.987217,35.808685,"5220154"
84122069,"Gazella gazella",32.987217,35.808685,"5220154"
84122078,"Gazella gazella",32.987217,35.808685,"5220154"
84122083,"Gazella gazella",32.987217,35.808685,"5220154"
84122088,"Gazella gazella",32.987217,35.808685,"5220154"
84122092,"Gazella gazella",32.987217,35.808685,"5220154"
84122093,"Gazella gazella",32.987217,35.808685,"5220154"
84122094,"Gazella gazella",32.924155,35.797565,"5220154"
84122095,"Gazella gazella",32.924155,35.797565,"5220154"
84122096,"Gazella gazella",32.924155,35.797565,"5220154"
84122097,"Gazella gazella",32.924155,35.797565,"5220154"
84122098,"Gazella gazella",32.924155,35.797565,"5220154"
84122099,"Gazella gazella",32.924155,35.797565,"5220154"
84122100,"Gazella gazella",32.924155,35.797565,"5220154"
84122101,"Gazella gazella",32.924155,35.797565,"5220154"
84122102,"Gazella gazella",32.924155,35.797565,"5220154"
84122103,"Gazella gazella",32.924155,35.797565,"5220154"
84122104,"Gazella gazella",32.924155,35.797565,"5220154"
84122105,"Gazella gazella",32.924155,35.797565,"5220154"
84122106,"Gazella gazella",32.924155,35.797565,"5220154"
84122107,"Gazella gazella",32.924155,35.797565,"5220154"
84122108,"Gazella gazella",32.924155,35.797565,"5220154"
84122109,"Gazella gazella",32.924155,35.797565,"5220154"
84122110,"Gazella gazella",32.924155,35.797565,"5220154"
84122111,"Gazella gazella",32.924155,35.797565,"5220154"
84122112,"Gazella gazella",32.924155,35.797565,"5220154"
84122113,"Gazella gazella",33.069038,35.648614,"5220154"
84122114,"Gazella gazella",33.069038,35.648614,"5220154"
84122115,"Gazella gazella",33.069038,35.648614,"5220154"
84122116,"Gazella gazella",33.069038,35.648614,"5220154"
84122117,"Gazella gazella",33.166681,35.566558,"5220154"
84122118,"Gazella gazella",33.166681,35.566558,"5220154"
84122119,"Gazella gazella",33.166681,35.566558,"5220154"
84122120,"Gazella gazella",33.171217,35.556927,"5220154"
84122121,"Gazella gazella",33.171217,35.556927,"5220154"
84122122,"Gazella gazella",33.171217,35.556927,"5220154"
84122123,"Gazella gazella",33.171217,35.556927,"5220154"
84122124,"Gazella gazella",33.171217,35.556927,"5220154"
84122125,"Gazella gazella",33.171217,35.556927,"5220154"
84122126,"Gazella gazella",33.041114,35.64098,"5220154"
84122127,"Gazella gazella",33.041978,35.65169,"5220154"
84122128,"Gazella gazella",33.041978,35.65169,"5220154"
84122129,"Gazella gazella",33.041978,35.65169,"5220154"
84122130,"Gazella gazella",33.041978,35.65169,"5220154"
84122131,"Gazella gazella",33.041978,35.65169,"5220154"
84122132,"Gazella gazella",33.041978,35.65169,"5220154"
84122133,"Gazella gazella",33.175743,35.550512,"5220154"
84122134,"Gazella gazella",32.85695,35.70097,"5220154"
84122135,"Gazella gazella",32.85695,35.70097,"5220154"
84122136,"Gazella gazella",32.85695,35.70097,"5220154"
84122137,"Gazella gazella",32.85695,35.70097,"5220154"
84122138,"Gazella gazella",32.85695,35.70097,"5220154"
84122139,"Gazella gazella",32.85695,35.70097,"5220154"
84122140,"Gazella gazella",32.85695,35.70097,"5220154"
84122141,"Gazella gazella",32.801186,35.66436,"5220154"
84122142,"Gazella gazella",32.801186,35.66436,"5220154"
84122143,"Gazella gazella",32.801186,35.66436,"5220154"
84122144,"Gazella gazella",32.801186,35.66436,"5220154"
84122145,"Gazella gazella",32.801186,35.66436,"5220154"
84122146,"Gazella gazella",32.801186,35.66436,"5220154"
84122147,"Gazella gazella",32.801186,35.66436,"5220154"
84122148,"Gazella gazella",32.801186,35.66436,"5220154"
84122149,"Gazella gazella",32.801186,35.66436,"5220154"
84122150,"Gazella gazella",32.801186,35.66436,"5220154"
84122151,"Gazella gazella",32.79665,35.67181,"5220154"
84122152,"Gazella gazella",32.79665,35.67181,"5220154"
84122153,"Gazella gazella",32.79665,35.67181,"5220154"
84122155,"Gazella gazella",32.79665,35.67181,"5220154"
84122185,"Gazella gazella",33.042353,35.53072,"5220154"
84122197,"Gazella gazella",33.042353,35.53072,"5220154"
84122204,"Gazella gazella",33.042353,35.53072,"5220154"
84122209,"Gazella gazella",33.042353,35.53072,"5220154"
84122217,"Gazella gazella",33.114081,35.659555,"5220154"
84122220,"Gazella gazella",33.114081,35.659555,"5220154"
84122230,"Gazella gazella",33.114081,35.659555,"5220154"
84122241,"Gazella gazella",33.114081,35.659555,"5220154"
84122246,"Gazella gazella",33.114081,35.659555,"5220154"
84122490,"Gazella gazella",32.838979,35.684849,"5220154"
84122495,"Gazella gazella",32.838979,35.684849,"5220154"
84122499,"Gazella gazella",32.838979,35.684849,"5220154"
84122502,"Gazella gazella",32.838979,35.684849,"5220154"
84122507,"Gazella gazella",32.838979,35.684849,"5220154"
84122513,"Gazella gazella",32.80119,35.663292,"5220154"
84122520,"Gazella gazella",32.80119,35.663292,"5220154"
84122525,"Gazella gazella",32.80119,35.663292,"5220154"
84122529,"Gazella gazella",32.80119,35.663292,"5220154"
84122533,"Gazella gazella",32.80119,35.663292,"5220154"
84122538,"Gazella gazella",32.80119,35.663292,"5220154"
84122545,"Gazella gazella",32.846172,35.690228,"5220154"
84122551,"Gazella gazella",32.846172,35.690228,"5220154"
84122555,"Gazella gazella",32.846172,35.690228,"5220154"
84122558,"Gazella gazella",32.846172,35.690228,"5220154"
84122564,"Gazella gazella",32.846172,35.690228,"5220154"
84122567,"Gazella gazella",32.846172,35.690228,"5220154"
84122573,"Gazella gazella",32.846172,35.690228,"5220154"
84122579,"Gazella gazella",32.846172,35.690228,"5220154"
84122583,"Gazella gazella",32.748784,35.691833,"5220154"
84122586,"Gazella gazella",32.748784,35.691833,"5220154"
84122591,"Gazella gazella",32.748784,35.691833,"5220154"
84122595,"Gazella gazella",32.748784,35.691833,"5220154"
84122601,"Gazella gazella",32.748784,35.691833,"5220154"
84122606,"Gazella gazella",32.748784,35.691833,"5220154"
84122610,"Gazella gazella",32.748784,35.691833,"5220154"
84122616,"Gazella gazella",32.763227,35.687643,"5220154"
84122620,"Gazella gazella",32.763227,35.687643,"5220154"
84122625,"Gazella gazella",32.763227,35.687643,"5220154"
84122628,"Gazella gazella",32.763227,35.687643,"5220154"
84122634,"Gazella gazella",32.763227,35.687643,"5220154"
84122641,"Gazella gazella",32.763227,35.687643,"5220154"
84122648,"Gazella gazella",32.763227,35.687643,"5220154"
84122653,"Gazella gazella",32.712704,35.694837,"5220154"
84122657,"Gazella gazella",32.712704,35.694837,"5220154"
84122663,"Gazella gazella",32.712704,35.694837,"5220154"
84122669,"Gazella gazella",32.712704,35.694837,"5220154"
84122675,"Gazella gazella",32.712704,35.694837,"5220154"
84122680,"Gazella gazella",32.712704,35.694837,"5220154"
84122686,"Gazella gazella",32.712704,35.694837,"5220154"
84122689,"Gazella gazella",32.712704,35.694837,"5220154"
84122694,"Gazella gazella",32.712704,35.694837,"5220154"
84122703,"Gazella gazella",31.208854,34.286034,"5220154"
84122721,"Gazella gazella",31.350059,35.07284,"5220154"
84122729,"Gazella gazella",32.872433,35.660453,"5220154"
84122739,"Gazella gazella",32.872433,35.660453,"5220154"
84122743,"Gazella gazella",32.872433,35.660453,"5220154"
84122748,"Gazella gazella",32.872433,35.660453,"5220154"
84122752,"Gazella gazella",32.872433,35.660453,"5220154"
84122757,"Gazella gazella",32.872433,35.660453,"5220154"
84122768,"Gazella gazella",32.872433,35.660453,"5220154"
84122774,"Gazella gazella",32.872433,35.660453,"5220154"
84122778,"Gazella gazella",32.870558,35.679676,"5220154"
84122783,"Gazella gazella",32.870558,35.679676,"5220154"
84122789,"Gazella gazella",32.870558,35.679676,"5220154"
84122794,"Gazella gazella",32.870558,35.679676,"5220154"
84122800,"Gazella gazella",32.870558,35.679676,"5220154"
84122807,"Gazella gazella",32.870558,35.679676,"5220154"
84122811,"Gazella gazella",32.924574,35.701347,"5220154"
84122877,"Gazella gazella",33.303166,35.724957,"5220154"
84122887,"Gazella gazella",33.14109,35.670412,"5220154"
84122896,"Gazella gazella",33.050171,35.841234,"5220154"
84122898,"Gazella gazella",32.415884,35.432768,"5220154"
84122909,"Gazella gazella",32.811108,35.663343,"5220154"
84122915,"Gazella gazella",32.811108,35.663343,"5220154"
84122920,"Gazella gazella",32.811108,35.663343,"5220154"
84122928,"Gazella gazella",32.811108,35.663343,"5220154"
84122935,"Gazella gazella",32.811108,35.663343,"5220154"
84122938,"Gazella gazella",32.811108,35.663343,"5220154"
84122950,"Gazella gazella",31.689994,35.014352,"5220154"
84122958,"Gazella gazella",31.689994,35.014352,"5220154"
84122967,"Gazella gazella",31.739596,35.014251,"5220154"
84122976,"Gazella gazella",31.739596,35.014251,"5220154"
84122987,"Gazella gazella",31.837036,34.699245,"5220154"
84122996,"Gazella gazella",31.83974,35.04257,"5220154"
84123006,"Gazella gazella",31.563496,34.893479,"5220154"
84123013,"Gazella gazella",31.563496,34.893479,"5220154"
84123032,"Gazella gazella",32.861458,35.700995,"5220154"
84123038,"Gazella gazella",32.861458,35.700995,"5220154"
84123045,"Gazella gazella",32.861458,35.700995,"5220154"
84123052,"Gazella gazella",32.861458,35.700995,"5220154"
84123061,"Gazella gazella",32.861458,35.700995,"5220154"
84123067,"Gazella gazella",32.871439,35.685024,"5220154"
84123071,"Gazella gazella",32.871439,35.685024,"5220154"
84123077,"Gazella gazella",32.871439,35.685024,"5220154"
84123083,"Gazella gazella",32.871439,35.685024,"5220154"
84123092,"Gazella gazella",32.871439,35.685024,"5220154"
84123098,"Gazella gazella",32.871439,35.685024,"5220154"
84123105,"Gazella gazella",32.871439,35.685024,"5220154"
84123112,"Gazella gazella",32.871439,35.685024,"5220154"
84123115,"Gazella gazella",32.871439,35.685024,"5220154"
84123120,"Gazella gazella",32.708411,35.636153,"5220154"
84123127,"Gazella gazella",32.708411,35.636153,"5220154"
84123136,"Gazella gazella",32.708411,35.636153,"5220154"
84123140,"Gazella gazella",32.708411,35.636153,"5220154"
84123144,"Gazella gazella",32.708411,35.636153,"5220154"
84123147,"Gazella gazella",32.708411,35.636153,"5220154"
