src_OBJECT,nbr_OBJECT,LENGTH,NODE_COUNT
1,2,0.22801880309,0
1,112,0.25805236235,0
1,395,0.14741229177,0
2,1,0.22801880309,0
2,3,0.69392621605,0
2,6,0.66303546447,0
2,7,1.09770323778,0
2,67,1.32734634241,0
2,68,0.14858855682,0
2,112,0.70383542166,0
3,2,0.69392621605,0
3,67,1.20135960847,0
6,2,0.66303546447,0
6,7,3.43747748632,0
6,112,0.21810313382,0
6,307,2.65213807606,0
7,2,1.09770323778,0
7,6,3.43747748632,0
7,67,2.29204570819,0
7,169,0.50672455258,0
7,307,0.77701391617,0
8,326,3.29165836460,0
8,328,0.56811377749,0
8,329,6.66954164693,0
8,332,2.92505739126,0
8,340,5.83569416161,0
8,342,3.14812692849,0
9,297,0.11331760431,0
9,326,0.32814784160,0
9,328,17.51451021360,0
9,329,22.94345838670,0
10,11,10.40949214420,0
10,94,4.85433709839,0
10,167,2.03272467407,0
10,168,3.16459117365,0
10,212,2.30700765349,0
10,419,5.88394600032,0
11,10,10.40949214420,0
11,137,0.42052527479,0
11,168,0.87117425256,0
11,201,7.63351460233,0
11,202,3.09926719733,0
11,212,4.35214633598,0
11,375,0.65612302996,0
12,13,3.83645779841,0
12,134,9.78039504743,0
12,409,0.38765724539,0
12,413,0.36763843351,0
13,12,3.83645779841,0
13,17,3.15770663711,0
13,23,0.05710766176,0
13,89,3.24294071945,0
13,92,0.61477504381,0
13,134,0.20137506784,0
14,15,1.46591282642,0
14,18,1.61851721110,0
14,116,0.27107524188,0
14,117,4.97390725276,0
14,134,4.01087981390,0
15,14,1.46591282642,0
15,16,0.84311243768,0
15,18,0.56512555444,0
15,134,0.27498236782,0
16,15,0.84311243768,0
16,17,1.51565631057,0
16,18,3.13290587931,0
16,134,1.62958439722,0
17,13,3.15770663711,0
17,16,1.51565631057,0
17,18,2.19185138240,0
17,21,3.39045713671,0
17,22,4.21899643683,0
17,23,0.26543687040,0
17,134,0.41581479358,0
18,14,1.61851721110,0
18,15,0.56512555444,0
18,16,3.13290587931,0
18,17,2.19185138240,0
18,19,0.38680338068,0
18,20,2.51189766216,0
18,21,2.75653798278,0
18,24,2.45132094848,0
18,116,2.77142305795,0
18,118,1.40962719115,0
19,18,0.38680338068,0
19,24,7.48377612792,0
19,26,1.07572738341,0
19,118,1.76468318406,0
20,18,2.51189766216,0
20,21,1.06283695963,0
20,22,2.27049473365,0
20,24,1.90796582812,0
21,17,3.39045713671,0
21,18,2.75653798278,0
21,20,1.06283695963,0
21,22,7.71899086465,0
21,24,0.09464634598,0
21,26,2.22665012642,0
21,31,2.16791452050,0
22,17,4.21899643683,0
22,20,2.27049473365,0
22,21,7.71899086465,0
22,23,4.54083584290,0
22,24,0.03197710361,0
22,27,4.11752459318,0
22,28,1.23992428934,0
22,31,0.41289922655,0
22,32,0.16449686219,0
23,13,0.05710766176,0
23,17,0.26543687040,0
23,22,4.54083584290,0
23,25,1.52274505190,0
23,28,1.13300238245,0
23,89,6.21508659657,0
24,18,2.45132094848,0
24,19,7.48377612792,0
24,20,1.90796582812,0
24,21,0.09464634598,0
24,22,0.03197710361,0
24,26,5.11237201169,0
25,23,1.52274505190,0
25,28,0.93512807259,0
25,29,5.39205295662,0
25,89,1.34694841611,0
25,90,9.04063808550,0
25,91,0.14839172793,0
25,344,0.02621839097,0
26,19,1.07572738341,0
26,21,2.22665012642,0
26,24,5.11237201169,0
26,31,0.09400045591,0
26,34,2.53043066105,0
26,35,5.26693552067,0
26,118,3.50735945860,0
27,22,4.11752459318,0
27,31,0.09518186848,0
27,32,4.48691484273,0
28,22,1.23992428934,0
28,23,1.13300238245,0
28,25,0.93512807259,0
28,29,1.09865355564,0
28,30,0.82432585454,0
28,32,1.58731464316,0
28,33,0.10009516041,0
29,25,5.39205295662,0
29,28,1.09865355564,0
29,30,3.06273964954,0
29,33,1.15133135978,0
29,38,3.68024663263,0
29,344,3.47484823595,0
29,348,0.62262074857,0
30,28,0.82432585454,0
30,29,3.06273964954,0
30,33,1.53406570072,0
31,21,2.16791452050,0
31,22,0.41289922655,0
31,26,0.09400045591,0
31,27,0.09518186848,0
31,32,1.65641279940,0
31,34,1.40621685452,0
31,35,7.56633638153,0
32,22,0.16449686219,0
32,27,4.48691484273,0
32,28,1.58731464316,0
32,31,1.65641279940,0
32,33,3.15559328169,0
32,35,4.00101425258,0
33,28,0.10009516041,0
33,29,1.15133135978,0
33,30,1.53406570072,0
33,32,3.15559328169,0
33,35,0.78289155158,0
33,38,7.71749627109,0
33,42,1.36188630833,0
33,348,0.06614788309,0
33,349,1.57465315597,0
34,26,2.53043066105,0
34,31,1.40621685452,0
34,35,2.45309151443,0
35,26,5.26693552067,0
35,31,7.56633638153,0
35,32,4.00101425258,0
35,33,0.78289155158,0
35,34,2.45309151443,0
35,36,1.95508501032,0
35,37,10.84527168290,0
35,38,3.74534591234,0
35,118,1.10479445095,0
36,35,1.95508501032,0
36,37,2.03566943119,0
36,38,3.37950681546,0
37,35,10.84527168290,0
37,36,2.03566943119,0
37,38,0.42238506400,0
37,39,2.57983050901,0
37,40,1.62883673099,0
37,41,1.09851709422,0
37,42,0.65316317073,0
37,118,1.84214065605,0
37,227,4.40881878064,0
37,231,0.43786981768,0
37,232,7.51016792802,0
37,233,0.46148922696,0
37,234,7.35146407233,0
38,29,3.68024663263,0
38,33,7.71749627109,0
38,35,3.74534591234,0
38,36,3.37950681546,0
38,37,0.42238506400,0
38,39,0.89145984964,0
38,42,2.81127642153,0
39,37,2.57983050901,0
39,38,0.89145984964,0
40,37,1.62883673099,0
40,41,4.00129362124,0
40,44,0.06739126455,0
40,45,1.92220463879,0
40,123,0.44052998205,0
40,231,1.14784954865,0
41,37,1.09851709422,0
41,40,4.00129362124,0
41,42,0.04395874201,0
41,43,1.32783404595,0
41,44,1.15871598294,0
42,33,1.36188630833,0
42,37,0.65316317073,0
42,38,2.81127642153,0
42,41,0.04395874201,0
42,43,4.13627401567,0
42,249,1.27442668706,0
42,271,0.09134959718,0
42,277,0.10631092981,0
42,345,0.94611558874,0
42,349,1.26447667771,0
42,353,1.36971330716,0
42,354,0.16785912382,0
43,41,1.32783404595,0
43,42,4.13627401567,0
43,44,5.05686001411,0
43,46,0.50411544706,0
43,124,0.06298013295,0
